name,platform,year_of_release,genre,rating
Madden NFL 07,X,2006,Sports,E
Rock Band 2,Wii,2008,Misc,T
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,E
Pokemon Conquest,DS,2012,Role-Playing,E
Wall-E,Wii,2008,Platform,E
Pong: The Next Level,PS,1998,Puzzle,
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,T
Just Dance 2016,Wii,2015,Misc,E10+
Ace Combat 6: Fires of Liberation,X360,2007,Simulation,T
Assassins Creed: Rogue,X360,2014,Action,M
ZombiU,WiiU,2012,Action,M
The Simpsons Game,Wii,2007,Action,T
Championship Manager 3,PC,2003,Sports,
NBA Jam Tournament Edition,SNES,1995,Sports,
Ninja Gaiden II,X360,2008,Action,M
Oshare Majo Love and Berry: DS Collection,DS,2006,Misc,
Prince of Persia,X360,2008,Action,T
Monster Rancher,PS,1997,Simulation,
Ford Racing 2,PS2,2003,Racing,E
Breath of Fire III,PS,1997,Role-Playing,
NERF N-Strike Elite,Wii,2009,Shooter,E10+
God of War: Ghost of Sparta,PSP,2010,Action,M
Dead or Alive 2,PS2,2000,Fighting,
Game & Watch Gallery,G,1997,Misc,
1942,NES,1985,Shooter,
Excitebike 64,N64,2000,Racing,
NES Open Tournament Golf,NES,1991,Sports,
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,2004,Misc,
SoulCalibur II,X,2003,Fighting,T
PES 2009: Pro Evolution Soccer,X360,2008,Sports,
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,2006,Sports,
Road & Track Presents: The Need for Speed,PS,1995,Racing,
NFL GameDay 2001,PS,2000,Sports,E
Just Dance 2014,X360,2013,Misc,E10+
NBA Live 97,PS,1996,Sports,
Rayman Origins,PS3,2011,Platform,E10+
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,T
Jampack Winter 2000,PS,2000,Misc,
EyePet,PS3,2009,Simulation,E
NFL Fever 2002,X,2000,Sports,E
NCAA Football 12,X360,2011,Sports,E
The Simpsons: Hit & Run,GC,2003,Racing,
Madden NFL 16,X360,2015,Sports,E
Rocksmith 2014,PS3,2013,Misc,
UFC Undisputed 3,X360,2012,Action,T
Kirby: Mass Attack,DS,2011,Platform,E
Haze,PS3,2008,Shooter,M
Oddworld: Abes Exoddus,PS,1998,Platform,T
EA Sports UFC 2,PS4,2016,Sports,T
DiRT 2,PS3,2009,Racing,T
The Bouncer,PS2,2000,Action,T
Guitar Hero: Aerosmith,PS3,2008,Misc,T
Final Fantasy Type-0,PS4,2015,Role-Playing,
Shadow The Hedgehog,GC,2005,Platform,E10+
Apollo Justice: Ace Attorney,DS,2007,Adventure,T
Ace Combat X: Skies of Deception,PSP,2006,Simulation,T
Disney Infinity,PS3,2013,Action,E10+
Dark Souls,X360,2011,Role-Playing,M
Cars: Race-O-Rama,Wii,2009,Racing,E
Puzzler Collection,DS,2008,Puzzle,E
NBA 2K16,X360,2015,Sports,E
Evolve,PS4,2015,Shooter,M
Midnight Club: LA Remix,PSP,2008,Racing,T
Pro Evolution Soccer 2008,PSP,2008,Sports,E
Littlest Pet Shop: Winter,DS,2008,Simulation,E
NBA 2K10,X360,2009,Sports,E
Tales of Graces f,PS3,2010,Role-Playing,T
FIFA Soccer 10,Wii,2009,Sports,E
Fallout 3,PC,2008,Role-Playing,M
Mario Party Advance,GBA,2005,Misc,E
Zoo Tycoon DS,DS,2005,Strategy,E
Tom Clancys Splinter Cell: Blacklist,X360,2013,Action,M
Tetris 2,NES,1993,Puzzle,
NASCAR 99,N64,1998,Racing,
Dead Space 3,X360,2013,Action,M
WWE SmackDown vs Raw 2008,Wii,2007,Fighting,T
Air-Sea Battle,2600,1980,Shooter,
Suikoden III,PS2,2002,Role-Playing,T
LEGO Harry Potter: Years 5-7,X360,2011,Action,E10+
FIFA 17,PS3,2016,Sports,E
Madden NFL 10,PS2,2009,Sports,E
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014,Action,
NCAA Football 06,X,2005,Sports,E
Grand Theft Auto: San Andreas,PC,2005,Action,M
Madden NFL 08,PS3,2007,Sports,E
Fire Emblem,GBA,2003,Strategy,E
Tamagotchi Connection: Corner Shop 2,DS,2006,Simulation,E
Brutal Legend,X360,2009,Action,M
NHL 2004,PS2,2003,Sports,E
Grand Theft Auto: Vice City Stories,PS2,2007,Action,M
Mario Tennis Open,3DS,2012,Sports,E
Disney Tangled,DS,2010,Action,
Wheel of Fortune,Wii,2010,Misc,E
Dead Space 3,PS3,2013,Action,M
FIFA Soccer 2005,X,2004,Sports,E
Mass Effect 3,PC,2012,Role-Playing,M
Cars,DS,2006,Racing,E
Band Hero,Wii,2009,Misc,E10+
Dragon Quest X,Wii,2012,Role-Playing,
Romancing SaGa,SNES,1992,Role-Playing,
Skylanders: Spyros Adventure,X360,2011,Action,E10+
Donkey Kong Junior,2600,1981,Platform,
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,E10+
Medal of Honor: Underground,PS,2000,Shooter,T
Far Cry 3,PC,2012,Shooter,M
Dark Cloud 2,PS2,2002,Role-Playing,T
Jampack Summer 99,PS,1999,Misc,
The Witcher 2: Assassins of Kings,PC,2011,Action,M
Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,
Star Soldier,NES,1986,Shooter,
Mortal Kombat Trilogy,N64,1996,Fighting,
Guitar Hero: Warriors of Rock,Wii,2010,Misc,T
NHL 2001,PS2,2000,Sports,E
Farming Simulator 2013,PC,2012,Simulation,E
de Blo,Wii,2008,Platform,E
Dragon Quest Monsters: Terrys Wonderland 3D,3DS,2012,Role-Playing,
MLB 16: The Show,PS4,2016,Action,
Shinobi,PS2,2002,Platform,M
Mortal Kombat: Deadly Alliance,X,2002,Fighting,M
Sniper Elite V2,PS3,2012,Shooter,M
ESPN NBA 2K5,X,2004,Sports,E
Gangs of London,PSP,2006,Adventure,M
PilotWings Resort,3DS,2011,Simulation,E
My Weight Loss Coach,DS,2008,Sports,E
Wheel of Fortune,PS2,2010,Misc,E
Army of Two: The 40th Day,X360,2010,Shooter,M
World Championship Poker,PS2,2004,Misc,E
Sonic Unleashed,X360,2008,Platform,E10+
Tom Clancys Splinter Cell: Chaos Theory,PS2,2005,Action,M
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,E
Epic Mickey 2: The Power of Two,Wii,2012,Action,
PlayStation All-Stars Battle Royale,PS3,2012,Action,T
Scooby-Doo! First Frights,Wii,2009,Action,
Skylanders: Trap Team,Wii,2014,Action,E10+
Pro Evolution Soccer 2014,PS3,2013,Action,E
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006,Action,
Yakuza 4,PS3,2010,Action,M
Club Penguin: Game Day!,Wii,2010,Sports,
Wild ARMs,PS,1996,Role-Playing,
Tom Clancys Ghost Recon: Future Soldier,PS3,2012,Shooter,M
Kessen,PS2,2000,Strategy,T
Driver: San Francisco,PS3,2011,Racing,T
Dragon Age: Inquisition,XOne,2014,Role-Playing,M
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,2003,Misc,
NCAA Football 2000,PS,1999,Sports,
Ben 10: Alien Force,DS,2008,Action,E
LEGO Jurassic World,PS4,2015,Action,E10+
The LEGO Movie Videogame,PS3,2014,Action,E10+
Sonic & Sega All-Stars Racing,PS3,2010,Racing,
Star Fox 64 3D,3DS,2011,Shooter,E10+
Lost Planet 2,PS3,2010,Shooter,T
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,E10+
Minecraft,WiiU,2016,Misc,
Rocksmith 2014,X360,2013,Misc,
Killzone,PS2,2004,Shooter,M
Colin McRae Rally 04,PS2,2003,Racing,
Tom Clancys Splinter Cell: Blacklist,PS3,2013,Action,M
Phantasy Star Portable,PSP,2008,Role-Playing,T
The SpongeBob SquarePants Movie,GC,2004,Platform,E
Midway Presents Arcades Greatest Hits: The Atari Collection 1,PS,1996,Misc,
Skylanders: Spyros Adventure,PS3,2011,Action,E10+
Castlevania: Lament of Innocence,PS2,2003,Action,M
Just Cause 3,XOne,2015,Action,M
Destroy All Humans!,PS2,2005,Shooter,
The Elder Scrolls Online,PC,2014,Role-Playing,M
MVP Baseball 2005,X,2005,Sports,
SaGa Frontier 2,PS,1999,Role-Playing,
Street Fighter V,PS4,2016,Fighting,T
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,T
NCAA Football 10,X360,2009,Sports,E
Brutal Legend,PS3,2009,Action,M
Tony Hawk: RIDE,Wii,2009,Sports,E10+
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,T
Far Cry: Primal,XOne,2016,Action,M
MLB 2000,PS,1999,Sports,
Bully,PS2,2006,Action,T
Prince of Persia: The Sands of Time,X,2003,Action,T
Hot Shots Golf Fore!,PS2,2003,Sports,
MLB 06: The Show,PS2,2006,Sports,E
NHL 2003,PS2,2002,Sports,E
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,T
The Sims 2,DS,2005,Simulation,E10+
Bentleys Hackpack,GBA,2005,Misc,
Tony Hawks Pro Skater 4,X,2002,Sports,T
Brothers in Arms: Hells Highway,PS3,2008,Shooter,M
SingStar Abba,PS3,2008,Misc,T
Crash City Mayhem,GBA,2004,Racing,
Disney Magical World,3DS,2013,Adventure,E
Spider-Man,2600,1981,Action,
Castlevania II: Simons Quest,NES,1987,Platform,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,
Mega Man 4,NES,1991,Platform,
Guitar Hero: Metallica,Wii,2009,Misc,T
Guitar Hero Live,PS4,2015,Misc,T
Bayonetta,X360,2009,Action,M
Teenage Mutant Ninja Turtles,GBA,2003,Action,E
MLB 07: The Show,PS2,2007,Sports,E
Build-A-Bear Workshop,DS,2007,Simulation,E
Borderlands 2,PC,2012,Shooter,M
Cars,GC,2006,Racing,E
South Park: The Stick of Truth,PS3,2014,Role-Playing,M
Kingdom Hearts Re:coded,DS,2010,Role-Playing,E10+
MLB 15: The Show,PS4,2015,Sports,E
Operation Flashpoint: Dragon Rising,X360,2009,Shooter,M
Inazuma Eleven 3,DS,2010,Role-Playing,
Lego Batman 3: Beyond Gotham,PS4,2014,Action,E10+
South Park: The Stick of Truth,X360,2014,Role-Playing,M
Wipeout: In The Zone,X360,2011,Misc,E10+
SnoCross Championship Racing,PS,1999,Racing,E
Assassins Creed III,PC,2012,Action,M
Teenage Mutant Ninja Turtles,PS2,2003,Action,E
Top Gun: Combat Zones,PS2,2001,Simulation,E
NCAA Football 11,X360,2010,Sports,E
007: The World is not Enough,PS,2000,Action,T
Cars,Wii,2006,Racing,E
Monster High: Ghoul Spirit,DS,2011,Misc,E
Phoenix Wright: Ace Attorney,DS,2005,Adventure,T
Borderlands: The Handsome Collection,PS4,2015,Shooter,M
Harvest Moon 3D: A New Beginning,3DS,2012,Action,E
NHL 98,PS,1997,Sports,
LEGO Harry Potter: Years 5-7,PS3,2011,Action,E10+
Space Jam,PS,1996,Sports,
Balloon Fight,NES,1985,Platform,
Knockout Kings 2000,N64,1999,Fighting,
MLB 12: The Show,PS3,2012,Sports,E
Wii Play: Motion,Wii,2011,Misc,E10+
SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,E
Dantes Inferno,X360,2010,Action,M
EA Sports Active 2,PS3,2010,Sports,E
WWE SmackDown vs. Raw 2009,X360,2008,Fighting,T
Sonic Riders,GC,2006,Racing,E
Starsky & Hutch,PS2,2003,Racing,
Tobal No.1,PS,1996,Fighting,
Blue Dragon,X360,2006,Role-Playing,T
LEGO Marvel Super Heroes,3DS,2013,Action,E10+
Buzz! Quiz World,PS3,2009,Misc,
NBA 2K14,XOne,2013,Sports,E
FIFA Street,X360,2012,Sports,E
Kung Fu Panda,Wii,2008,Action,E10+
EA Sports Grand Slam Tennis,Wii,2009,Sports,
Street Hoops,PS2,2002,Sports,T
Injustice: Gods Among Us,PS4,2013,Fighting,
Nickelodeon Fit,Wii,2010,Sports,E
Knockout Kings 2002,PS2,2002,Sports,T
Tom Clancys EndWar,X360,2008,Strategy,T
Assassins Creed,PC,2008,Adventure,
Tokyo Xtreme Racer 3,PS2,2003,Racing,E
Xenoblade Chronicles,Wii,2010,Role-Playing,T
Glover,N64,1998,Platform,
Colin McRae Rally 2.0,PS,2000,Racing,E
Dynasty Warriors 7,PS3,2011,Action,T
SSX,PS3,2012,Sports,E
Namco Museum,X,2002,Misc,E
Sonic Riders: Zero Gravity,Wii,2008,Racing,E
AMF Bowling Pinbusters!,Wii,2007,Sports,
Dragon Ball: Xenoverse 2,PS4,2016,Action,T
Super Momotarou Dentetsu III,SNES,1994,Simulation,
Sonic Mega Collection Plus,X,2004,Misc,E
Far Cry 4,X360,2014,Shooter,M
LEGO The Lord of the Rings,Wii,2012,Action,E10+
Operation Flashpoint: Dragon Rising,PS3,2009,Shooter,M
Madden NFL 25,PS4,2013,Sports,E
Tiger Woods PGA Tour 2002,PS2,2002,Sports,E
Lost Odyssey,X360,2007,Role-Playing,T
Mini-Yonku Shining Scorpion: Lets & Go!!,SNES,1996,Racing,
MLB 2005,PS2,2004,Sports,E
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,T
Burnout Revenge,PS2,2005,Racing,E10+
The Witcher 2: Assassins of Kings,X360,2012,Action,M
Crysis 3,X360,2013,Shooter,M
Lego Batman 3: Beyond Gotham,X360,2014,Action,E10+
Homefront,PS3,2011,Shooter,M
Destruction Derby,PS,1995,Racing,
Avatar: The Game,PS3,2009,Action,
LEGO Pirates of the Caribbean: The Video Game,DS,2011,Action,E10+
3Xtreme,PS,1999,Action,
MX vs. ATV Reflex,PS3,2009,Racing,E
Skylanders: Trap Team,X360,2014,Action,E10+
Hot Shots Tennis,PS2,2006,Sports,E
LEGO Jurassic World,X360,2015,Action,E10+
Sonic Heroes,X,2003,Platform,E
Madden NFL 99,N64,1998,Sports,
Spider-Man 3,PS2,2007,Platform,T
James Bond 007: Agent Under Fire,X,2002,Shooter,T
Titanfall 2,XOne,2016,Shooter,M
DJ Hero,PS3,2009,Misc,T
X-Men Legends,X,2004,Role-Playing,T
NBA Live 2005,X,2004,Sports,E
Harry Potter: Quidditch World Cup,PS2,2003,Sports,E
Madagascar,GBA,2005,Platform,E
Blitz: The League,PS2,2005,Sports,M
The Biggest Loser: Ultimate Workout,X360,2010,Sports,E
Castlevania: Circle of the Moon,GBA,2001,Platform,T
SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,M
Tiger Woods PGA Tour 06,PS2,2005,Sports,E
Cars 2,Wii,2011,Racing,
Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,E
TouchMaster 2,DS,2008,Puzzle,E
Fire Emblem: The Sacred Stones,GBA,2004,Strategy,E
Pokemon Card GB2: Here Comes Team GR!,G,2001,Strategy,
Killzone: Liberation,PSP,2006,Shooter,T
LEGO Jurassic World,PS3,2015,Action,E10+
Resistance: Retribution,PSP,2009,Shooter,M
Finding Nemo,GC,2003,Action,E
Ace Combat 2,PS,1997,Simulation,T
NFL 2K2,PS2,2001,Sports,E
Pure,PS3,2008,Racing,E
We Ski & Snowboard,Wii,2008,Sports,
Call of Duty: World at War,DS,2008,Shooter,T
Lego Star Wars: The Force Awakens,PS4,2016,Action,E10+
CSI: Hard Evidence,Wii,2008,Adventure,
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,E
MLB 2001,PS,2000,Sports,
The Jak and Daxter Collection,PS3,2012,Platform,
FIFA Soccer 09 All-Play,Wii,2008,Sports,E
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009,Action,E10+
SingStar Anthems,PS2,2006,Misc,
Seiken Densetsu 3,SNES,1995,Role-Playing,
Fossil Fighters,DS,2008,Role-Playing,E
Buzz! Quiz TV,PS3,2008,Misc,
NCAA Football 13,PS3,2012,Action,E
Rhythm Heaven,Wii,2008,Misc,
Samba De Amigo,Wii,2008,Misc,E
The Simpsons Game,PS3,2007,Action,T
Mega Man 8 Anniversary Collectors Edition,PS,1996,Platform,
Call of Duty: Modern Warfare 2,PC,2009,Shooter,M
The Tomb Raider Trilogy,PS3,2011,Action,T
F1 2010,X360,2010,Racing,E
Call of Juarez: Bound in Blood,PS3,2009,Shooter,M
NBA 2K6,PS2,2005,Action,E
Dissidia 012: Duodecim Final Fantasy,PSP,2011,Fighting,T
Buzz! The Mega Quiz,PS2,2007,Misc,
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,
Monster Strike 3DS,3DS,2015,Action,
Monster 4X4: World Circuit,Wii,2006,Racing,E
Resident Evil: Revelations,3DS,2012,Action,M
Sonic Chronicles: The Dark Brotherhood,DS,2008,Role-Playing,E
Star Wars: The Force Unleashed,DS,2008,Action,T
Grand Theft Auto IV,PC,2008,Action,M
Rock Band 3,X360,2010,Misc,T
WWE SmackDown vs. Raw 2011,X360,2010,Fighting,T
ESPN NHL 2K5,PS2,2004,Sports,E
Buzz! Master Quiz,PSP,2008,Misc,
Crimson Skies: High Road to Revenge,X,2003,Simulation,T
F1 2009,Wii,2009,Racing,E
Madden NFL 08,Wii,2007,Sports,E
Spec Ops: Ranger Elite,PS,2001,Shooter,T
Gex,PS,1995,Platform,
Derby Stallion II,SNES,1994,Sports,
Tom Clancys Ghost Recon: Island Thunder,X,2003,Shooter,M
Sleeping Dogs,X360,2012,Action,M
Kingdoms of Amalur: Reckoning,X360,2012,Role-Playing,M
Metal Gear Ac!d,PSP,2004,Strategy,
Need for Speed: V-Rally,PS,1997,Racing,
Kingdom Hearts Re: Chain of Memories,PS2,2008,Role-Playing,E10+
Peppa Pig: The Game,DS,2008,Misc,
Phantasy Star Portable 2,PSP,2009,Role-Playing,T
Michael Jackson: The Experience,X360,2011,Misc,E10+
LittleBigPlanet Karting,PS3,2012,Action,E
NFL GameDay 97,PS,1996,Sports,
Tony Hawks Project 8,PS2,2006,Sports,T
NHL 2000,PS,1998,Sports,
GRID,X360,2008,Racing,E
DiRT,X360,2007,Racing,E
Red Faction: Guerrilla,X360,2009,Shooter,M
Fight Night Round 2,PS2,2005,Fighting,T
Conflict: Desert Storm,X,2002,Shooter,T
Cooking Mama: World Kitchen,Wii,2008,Simulation,E
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,T
Triple Play 2002,PS2,2002,Sports,E
Brothers in Arms: Hells Highway,X360,2008,Shooter,M
Vagrant Story,PS,2000,Role-Playing,T
Warriors Orochi,PS2,2007,Action,T
Enduro,2600,1982,Misc,
Crysis 3,PS3,2013,Shooter,M
Mercenaries 2: World in Flames,PS3,2008,Shooter,T
SingStar 90s,PS2,2007,Misc,T
Wizards of Waverly Place,DS,2009,Misc,E
Xenoblade Chronicles X,WiiU,2015,Role-Playing,T
Ghostbusters: The Video Game,Wii,2009,Action,E10+
LEGO Dimensions,PS4,2015,Action,E10+
Doom (2016),XOne,2016,Shooter,
Beijing 2008,PS3,2008,Sports,
Endless Ocean: Blue World,Wii,2009,Simulation,E10+
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,E
Rocky,PS2,2002,Fighting,T
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,
Farming Simulator 17,PC,2016,Simulation,E
Ford Racing,PS,2001,Racing,E
Madden Football 64,N64,1997,Sports,
Guitar Hero: Warriors of Rock,X360,2010,Misc,T
MLB 99,PS,1998,Sports,
Lemmings,PSP,2006,Puzzle,E
Dynasty Warriors 4: Xtreme Legends,PS2,2003,Action,T
Pictionary,Wii,2010,Puzzle,E
Army Men: Air Attack,PS,1999,Action,
FIFA Soccer 08,DS,2007,Sports,
Tomb Raider: Anniversary,Wii,2007,Action,T
2010 FIFA World Cup South Africa,X360,2010,Sports,E
NBA 2K8,X360,2007,Sports,E
Street Fighter Alpha 2,PS,1996,Fighting,
Tiger Woods PGA Tour 2005,X,2004,Sports,E
The Lord of the Rings: War in the North,X360,2011,Action,M
Castlevania III: Draculas Curse,NES,1989,Platform,
Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,M
Rampage World Tour,PS,1997,Action,
Dragon Ball Z: Burst Limit,PS3,2008,Fighting,T
Golds Gym: Dance Workout,Wii,2010,Sports,E10+
Tekken Tag Tournament 2,PS3,2012,Fighting,T
Wii Fit U,WiiU,2013,Sports,E
Ninja Gaiden Sigma 2,PS3,2009,Action,M
Tales of Xillia 2,PS3,2012,Role-Playing,T
Ratatouille,PS2,2007,Action,E
NFL GameDay,PS,1995,Sports,
Burnout 2: Point of Impact,PS2,2002,Racing,E
Street Fighter EX3,PS2,2000,Fighting,T
The Legendary Starfy,DS,2008,Platform,E
NCAA Football 11,PS3,2010,Sports,E
The House of the Dead: Overkill,Wii,2009,Shooter,M
Army of Two: The 40th Day,PS3,2010,Shooter,M
Darksiders II,PS3,2012,Action,M
The Evil Within,PS3,2014,Action,M
Spider-Man 2,GC,2004,Action,T
Ghostbusters: The Video Game,PS3,2009,Action,T
The Incredibles,GC,2004,Action,T
NBA 2K10,PS3,2009,Sports,E
Petz Dogz Fashion,DS,2008,Simulation,E
ATV Quad Power Racing 2,PS2,2003,Racing,E
Final Fantasy,NES,1987,Role-Playing,
Skate 2,PS3,2009,Sports,T
Rocket Power: Team Rocket Rescue,PS,2001,Sports,
Big Mutha Truckers,PS2,2002,Racing,T
Rogue Galaxy,PS2,2005,Role-Playing,T
Tales of the Abyss,3DS,2011,Role-Playing,T
ESPN College Hoops 2K5,PS2,2004,Sports,E
NCAA Football 14,PS3,2013,Sports,E
Burnout Legends,PSP,2005,Racing,E10+
Harry Potter and the Order of the Phoenix,DS,2007,Action,E
Sniper Elite V2,X360,2012,Shooter,M
Madden NFL 09 All-Play,Wii,2008,Sports,E
Metroid: Zero Mission,GBA,2004,Adventure,E
Ben 10: Protector of Earth,PS2,2007,Action,E10+
Q*bert,PS,1999,Puzzle,
Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,T
God of War Saga,PS3,2012,Action,M
Ace Combat 3: Electrosphere,PS,1999,Simulation,
Dynasty Warriors 2,PS2,2000,Action,T
Time Crisis 4,PS3,2007,Shooter,T
Madden NFL 07,PSP,2006,Sports,E
Duke Nukem Forever,X360,2011,Shooter,M
Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,E
FIFA Soccer World Championship,PS2,2000,Sports,
NCAA Football 12,PS3,2011,Sports,E
Tiger Woods PGA Tour 11,PS3,2010,Sports,E
Brute Force,X,2003,Shooter,M
WWE SmackDown vs. Raw 2009,Wii,2008,Fighting,T
Yu-Gi-Oh! Dark Duel Stories,G,2000,Misc,
The Game of Life,PS,1998,Misc,
Mega Man Legends,PS,1997,Adventure,
Sly 3: Honor Among Thieves,PS2,2005,Platform,E10+
MLB SlugFest 20-03,PS2,2002,Sports,E
Need for Speed: Nitro,Wii,2009,Racing,E10+
DJ Hero 2,X360,2010,Misc,T
Rare Replay,XOne,2015,Misc,M
Street Fighter X Tekken,PS3,2012,Fighting,T
MediEvil,PS,1998,Platform,
Casper,PS,1996,Adventure,
Sid Meiers Civilization Revolution,X360,2008,Strategy,E10+
Dragon Age II,PS3,2011,Action,M
Call of Duty: Modern Warfare 3,Wii,2011,Shooter,M
Scooby-Doo! First Frights,DS,2009,Action,
James Bond 007: Nightfire,X,2002,Shooter,T
Tony Hawks Pro Skater 3,GC,2001,Sports,T
Marvel: Ultimate Alliance,PS2,2006,Role-Playing,T
Stranglehold,X360,2007,Shooter,M
Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,E
Tony Hawks Underground 2 Remix,PSP,2005,Sports,T
Madden NFL 25,XOne,2013,Sports,E
Need for Speed: Hot Pursuit 2,X,2002,Racing,E
Killer Instinct Gold,N64,1996,Fighting,
Clu Clu Land,NES,1984,Puzzle,
Karaoke Revolution Glee,Wii,2010,Misc,T
I Spy: Fun House,DS,2007,Puzzle,E
Amped: Freestyle Snowboarding,X,2001,Sports,E
LEGO Marvels Avengers,PS4,2016,Action,E10+
The Price is Right,Wii,2008,Misc,E
Custers Revenge,2600,1981,Action,
Killzone: Mercenary,PSV,2013,Shooter,M
Rocket Power: Beach Bandits,PS2,2002,Platform,E
Devil May Cry HD Collection,PS3,2012,Action,M
Thief (2014),PS4,2014,Action,
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,M
The Lord of the Rings: War in the North,PS3,2011,Action,M
Dragon Warrior III,G,2000,Role-Playing,
Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,T
Dance Central 3,X360,2012,Misc,T
Kamaitachi no Yoru,SNES,1994,Adventure,
Imagine: Rock Star,DS,2008,Simulation,E
Tales of Destiny II,PS,2000,Role-Playing,T
Twisted Metal (2012),PS3,2012,Action,
Super Bomberman 2,SNES,1994,Puzzle,
NASCAR 2001,PS,2000,Racing,E
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,E
MediEvil: Resurrection,PSP,2005,Adventure,T
Jikkyou Powerful Pro Yakyuu 99 Kaimakuban,PS,1999,Sports,
Valkyrie Profile,PS,1999,Role-Playing,T
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,T
Shaun White Snowboarding,X360,2008,Sports,T
Patapon,PSP,2007,Misc,E
Final Fantasy Type-0,PSP,2011,Role-Playing,
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,M
Mega Man,NES,1987,Platform,
Army Men: Sarges Heroes,N64,1999,Action,
Pro Evolution Soccer 2010,X360,2009,Sports,E
Tom Clancys Rainbow Six 3,PS2,2004,Shooter,M
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,T
NCAA Football 10,PS3,2009,Sports,E
EarthBound,SNES,1994,Role-Playing,
Guitar Hero: Warriors of Rock,PS3,2010,Misc,T
The Next Tetris,PS,1998,Puzzle,
Battle of Giants: Dinosaurs,DS,2008,Strategy,E
World Soccer Jikkyou Winning Eleven 3: World Cup France 98,PS,1998,Sports,
Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,T
The Sims 2,PS2,2005,Simulation,T
SingStar Vol. 2,PS3,2008,Misc,T
Forza Horizon 2,X360,2014,Racing,E10+
Who wants to be a millionaire,PS,2000,Misc,
